Pos,Filme,Distribuidor,País,Data Estr.,Sala E.,Cine E.,Sem,Semana
668,"Cidadão ilustre, O",Cineart Filmes,Argentina,5/11/2017,73,66,74,50
669,"Retorno, O",Imovision,Rússia,5/28/2004,0,0,0,49
670,Una,Mares Filmes,Reino Unido,4/13/2017,21,20,45,49
671,Sudoeste,Vitrine Filmes,Brasil,10/19/2012,1,1,305,49
672,"Sonho de Greta, O",Pandora Filmes,Austrália,4/20/2017,10,10,43,48
673,Barbara,Pandora Filmes,Alemanha,1/11/2013,10,10,309,48
674,Era o Hotel Cambridge,Vitrine Filmes,Brasil,3/16/2017,13,10,81,47
675,"Arvore, A",Pandora Filmes,Austrália/ França,1/7/2011,9,9,409,46
676,"Declínio do império americano, O",Art,Canadá,1/9/2004,0,0,0,45
677,Avatar - 3D,Fox,EUA,12/18/2009,97,93,444,45
678,Travessia,O2 Play,Brasil,3/23/2017,34,33,66,44
679,Macunaíma,Filmes do Serro / Videofilmes,Brasil,11/2/2006,0,0,0,44
680,"Sombra de uma mulher, À",Tucumán,França/ Suiça,1/7/2016,0,0,124,43
681,Cemitério do esplendor,Zeta Filmes,Tailândia/Reino Unido/Alemanha/França/Malásia,3/17/2016,4,4,97,43
682,Rei,Descoloniza Filmes,Chile,6/21/2018,1,1,3,42
683,Laurence Anyways,Imovision,Canadá/ França,11/2/2012,5,4,307,42
684,Minas do futebol,DT/Paris,Brasil,12/13/2018,2,2,2,41
685,Monsieur & Madame Adelman,Imovision,França,7/20/2017,29,24,29,41
686,Leste Oeste,Kinopus,Brasil,8/8/2019,10,10,104,40
687,"Mogli, o menino lobo 2 (2003)",Buena Vista,EUA,2/28/2003,0,0,0,40
688,Rei Arthur - A lenda da espada,Warner,EUA,5/18/2017,910,571,38,40
689,Sobre pais e filhos,Filmes do Estação,EUA,1/20/2006,0,0,0,40
690,Lego Batman,Warner,EUA,2/9/2017,842,486,59,40
691,"Mundo fora do lugar, O",Mares Filmes,Alemanha,3/30/2017,13,13,47,40
692,Em ritmo de fuga,Sony,Reino Unido,7/27/2017,403,342,26,39
693,"Formidável, O",Imovision,França,10/26/2017,31,29,13,39
694,Eu não sou seu negro,Imovision,EUA/ França,2/16/2017,25,18,48,39
695,Surf no Alemão,Cavídeo,Brasil,3/22/2018,1,1,1,38
696,T2 Trainspotting,Sony,Reino Unido,3/23/2017,33,30,44,38
697,Indiana Jones e o reino da caveira de cristal,Paramount,EUA,5/22/2008,733,307,532,38
698,Cartoon apresenta: turma da monica,Distribuição Própria,Brasil,11/8/2018,3,3,1,38
699,"Comer, rezar, amar",Sony,EUA,10/1/2010,259,228,418,38
700,Heróis,Paris,EUA,5/29/2009,70,69,478,37
701,"Morte te dá parabéns, A",Universal,EUA,10/12/2017,570,484,21,37
702,Nossa irmã mais nova,Imovision,Japão,3/3/2016,3,2,146,36
703,1ª mostra in vino veritas,Distribuição Própria,Brasil,1/25/2018,1,1,1,35
704,David Lynch - a vida de um artista,Fênix Filmes,EUA,8/31/2017,17,16,25,35
705,Batman - O cavaleiro das trevas ressurge,Warner,EUA,7/27/2012,976,440,309,35
706,Mimosas,Pandora Filmes,França/Espanha,8/24/2017,1,1,26,34
707,"Vingador, O",Playarte,EUA,8/22/2003,0,0,0,34
708,Sem reservas,Warner,EUA,8/10/2007,0,0,582,34
709,Nós somos as melhores,Zeta Filmes,Suécia,11/20/2014,1,1,214,34
710,Em guerra por amor,Espaço Filmes,Itália,5/31/2018,0,0,17,33
711,M,Distribuição Própria,França,12/6/2018,2,2,1,33
712,Lizzie,Diamond,EUA,1/3/2019,26,20,0,33
713,Mommy,Europa/ Mares Filmes,Canadá,12/11/2014,19,18,197,31
714,"Bom dinossauro, O",Disney,EUA,1/7/2016,963,550,123,31
715,Festival Kids Cinemaark 2018,Distribuição Própria,Brasil,1/1/2018,0,0,41,29
716,"Filme da minha vida, O",Vitrine Filmes,Brasil,8/3/2017,268,255,28,28
717,Meu corpo é político,Olhar Distribuição,Brasil,11/30/2017,5,5,32,28
718,FICI 2016 - Fest. Int. Cin. Inf.,FICI - Fest. Int. Cin. Inf.,Brasil,9/15/2016,13,4,111,28
719,BTS - Love Yourself Tour In Seoul,Cinemark,Coréia do Sul,1/26/2019,172,143,0,28
720,Na cama com Victoria,California,França,7/27/2017,0,0,29,27
721,Aquarius,Vitrine Filmes,Brasil,9/1/2016,103,90,86,27
722,Coração e alma,California,França/ Belgica,7/20/2017,0,0,30,27
723,"Golfinhos vão para o leste, Os",Lança Filmes / Okna Produções,Uruguai,11/23/2017,2,2,8,26
724,Detroit em rebelião,Imagem,EUA,10/12/2017,50,44,18,25
725,"Estranhos, Os",Paris,EUA,11/21/2008,154,111,502,25
726,"Plano de Maggie, O",Sony,EUA,11/10/2016,19,18,67,25
727,Colo,Zeta Filmes,Portugal,11/16/2017,2,2,34,24
728,Tristão e Isolda,Europa/ MAM,Alemanha/ EUA/ Reino Unido,6/23/2006,0,0,0,24
729,"Eu, Daniel Blake",Imovision,Reino Unido,1/5/2017,28,26,55,23
730,Correndo atrás,Europa,Brasil,6/7/2018,0,0,22,23
731,Joaquim,Imovision,Brasil/ Portugal,4/20/2017,37,30,53,23
732,Silêncio no estúdio,Modo Operante Produções,Brasil,12/14/2017,2,2,3,22
733,Almas silenciosas,Filmes da Mostra,Rússia,8/30/2013,0,0,270,22
734,Lady Macbeth,California,Reino Unido,8/17/2017,23,19,26,21
735,Meteora,Espaço Filmes,Alemanha,8/28/2014,2,2,218,19
736,Laura,Vitrine Filmes,Brasil,11/1/2013,3,3,236,19
737,Visita ou memórias e confissões,CineSesc,Portugal,6/23/2016,0,0,122,18
738,Deserto (BR),Fênix Filmes,Brasil,9/14/2017,7,6,27,18
739,"Menina índigo, A",Film Connection,Brasil,10/12/2017,48,43,46,18
740,"Campos voltarão, Os",CineSesc,Itália,7/7/2016,0,0,121,17
741,"Estranho caso de Angélica, O",Filmes da Mostra,Brasil/Portugal/Espanha/França,8/30/2013,0,0,270,16
742,"Famosos e os duendes da morte, Os",Warner,Brasil,4/2/2010,13,10,434,15
743,Mostra Acorde! O cinema de Spike Lee,Distribuição Própria,EUA,11/5/2018,0,0,3,15
744,Cro,DT/Paris,Brasil,11/29/2013,457,355,256,14
745,"Última chance, A",Europa,Brasil,8/30/2018,0,0,18,13
746,Nao aceitamos devolucoes,California,México,7/3/2014,46,45,228,13
747,"Gangue, A",Filmes da Mostra,Ucrânia/ Holanda,5/14/2015,2,2,181,13
748,"Fantasma da Sicília, O",Pandora/ Alpha,Itália/ França,9/28/2017,6,6,21,13
749,Estradeiros,Boulevard Filmes,Argentina,8/9/2018,0,0,2,12
750,Depois da tempestade,Imovision,Japão,11/17/2016,23,19,108,12
751,Como nossos pais,Imovision,Brasil,8/31/2017,135,124,67,12
752,Casablanca (1942),Warner,EUA,1/22/2015,76,54,189,10
753,Fala comigo (2017),Vitrine Filmes,Brasil,7/13/2017,20,20,62,10
754,Mulher do pai,Vitrine Filmes,Brasil,6/22/2017,23,20,63,10
755,Quando o galo cantar pela terceira vez renegarás tua mãe,Elo Studios,Brasil,11/23/2017,4,3,13,10
756,"Homem nas trevas, O (2016)",Sony,EUA,9/8/2016,484,423,98,9
757,Na neblina,Filmes da Mostra,Rússia/Alemanha/Letônia/Holanda/Bielo-Rússia,3/1/2013,0,0,293,9
758,"Vizinhança do tigre, A",Distribuição Própria,Brasil,2/18/2016,0,0,115,8
759,"Menino da floresta, O",Bonfilm,França,7/1/2013,0,0,265,7
760,Peixonauta - Agente Secreto da O.S.T.R.A,Polifilmes,Brasil,11/9/2012,48,43,278,6
761,Garoto Cósmico,Downtown,Brasil,1/11/2008,28,28,543,6
762,Cidadão Boilesen,Imovision,Brasil,11/27/2009,2,2,474,6
763,Riscado,Filmes do Estação,Brasil,9/9/2011,4,4,364,6
764,"Guerra dos sexos, A",Fox,Reino Unido,10/19/2017,29,22,40,5
765,Luzes na Escuridão,Pandora Filmes,Finlândia,5/7/2010,2,2,438,5
766,"Família Dionti, A",Art House Movies,Brasil,4/13/2017,6,6,80,4
767,Patti Cake$,RT Features,EUA,11/30/2017,5,5,5,4
768,Elon não acredita na morte,Vitrine Filmes,Brasil,4/27/2017,19,18,54,3
769,Rifle,Vitrine Filmes,Brasil,8/3/2017,14,14,38,3
770,Heleno,Downtown/Riofilme,Brasil,3/30/2012,63,63,324,3
771,7 desejos,Imagem,EUA,7/27/2017,359,280,52,3
772,Jonas e o circo sem lona,Vitrine Filmes,Brasil,3/16/2017,17,16,60,3
773,"Gebo e a sombra, O",Filmes da Mostra,Portugal/França,1/17/2014,0,0,249,2
774,Asterix e o domínio dos deuses,Bonfilm,França/ Belgica,4/7/2016,63,58,119,2
775,Balé 2017,Distribuição Própria,Brasil,1/1/2017,0,0,60,2
776,"Conto da princesa Kaguya, O",California,Japão/França,7/16/2015,6,5,149,2
777,Valerian e a cidade dos mil planetas,Diamond,França,8/10/2017,882,533,57,2
778,Campo de jogo,Tucumán,Brasil,7/23/2015,8,6,151,1
779,Julieta,Universal,Espanha,7/7/2016,60,54,124,1
780,Vida,Sony,EUA,4/20/2017,262,213,42,1
781,Batman vs Superman - A origem da justiça,Warner,EUA,3/24/2016,1.435,621,143,0
782,Mogli - O menino lobo,Disney,EUA,4/14/2016,1.064,561,108,0
783,Marcas da água,Espaço Filmes,Canadá,3/26/2015,22,22,156,0
784,Homem-Aranha - De volta ao lar,Sony,EUA,7/6/2017,1.578,660,26,0
785,"João, o maestro",Sony,Brasil,8/17/2017,95,87,20,0
786,Historietas assombradas - O filme,Vitrine Filmes,Brasil,11/2/2017,221,215,11,0
787,Esquadrão Suicida (2016),Warner,EUA,8/4/2016,1.495,633,124,0
788,"Blade Runner, o caçador de andróides (1982)",Warner,EUA,9/5/2015,71,46,122,0
,,,,,,,,164.443.306
